transect_number,quadrat,species,percent_cover
30,6,calocephalus citreus,1
30,6,BG,5
30,7,themeda triandra,95
30,7,briza minor,0.5
30,7,aira caryophyllea,1
30,7,centaurium sp.,1
30,7,plantago coronopus,1
30,7,romulea rosea,1
30,7,veronica gracilis,1
30,7,stellaria sp.,0.5
30,7,BG,5
30,8,themeda triandra,70
30,8,plantago coronopus,2
30,8,aira elegantissima,0.5
30,8,centaurium sp.,0.5
30,8,bossiaea prostrata,2
30,8,gonocarpus tetragynus,1
30,8,rytidosperma sp.,0.5
30,8,pimelea humilis,0.5
30,8,romulea rosea,1
30,8,aira caryophyllea,0.5
30,8,schoenus apogon,0.5
30,8,BG,25
30,9,aira caryophyllea,0.5
30,9,themeda triandra,70
30,9,eryngium ovinum,1
30,9,plantago coronopus,5
30,9,schoenus apogon,1
30,9,aira elegantissima,0.5
30,9,gonocarpus tetragynus,0.5
30,9,centaurium sp.,0.5
30,9,calocephalus citreus,2
30,9,stellaria sp.,1
30,9,crassula sieberiana,0.5
30,9,BG,25
30,10,plantago coronopus,1
30,10,themeda triandra,80
30,10,calocephalus citreus,2
30,10,aira elegantissima,1
30,10,bossiaea prostrata,0.5
30,10,romulea rosea,1
30,10,pimelea curviflora,0.5
30,10,schoenus apogon,0.5
30,10,stellaria sp.,0.5
30,10,vulpia muralis,0.5
30,10,oxalis perennans,1
30,10,caesia calliantha,0.5
30,10,BG,15
10,1,themeda triandra,50
10,1,vulpia bromoides,2
10,1,eryngium ovinum,5
10,1,romulea rosea,2
10,1,aira caryophyllea,0.5
10,1,vulpia myuros,10
10,1,avena fatua,0.5
10,1,juncus subsecundus,1
10,1,schoenus apogon,1
10,1,briza minor,1
10,1,lolium perenne,0.5
10,1,rytidosperma setaceum,10
10,1,oxalis perennans,0.5
10,1,austrostipa bigeniculata,5
10,1,BG,10
10,2,themeda triandra,90
10,2,aira caryophyllea,1
10,2,eryngium ovinum,2
10,2,geranium retrorsum,5
10,2,melilotus indicus,0.5
10,2,vicia hirsuta,0.5
10,2,sonchus asper,0.5
10,2,briza minor,0.5
10,2,schoenus apogon,0.5
10,2,romulea rosea,0.5
10,2,BG,5
10,3,themeda triandra,90
10,3,aira caryophyllea,2
10,3,melilotus indicus,1
10,3,briza minor,2
10,3,romulea rosea,0.5
10,3,schoenus apogon,0.5
10,3,stellaria sp.,0.5
10,3,haloragis heterophylla,0.5
10,3,vicia hirsuta,0.5
10,3,veronica gracilis,1
10,3,vulpia myuros,0.5
10,3,BG,5
10,4,themeda triandra,70
10,4,briza minor,2
10,4,sonchus asper,0.5
10,4,romulea rosea,1
10,4,vulpia myuros,0.5
10,4,aira caryophyllea,1
10,4,BG,30
10,5,themeda triandra,75
10,5,briza minor,10
10,5,romulea rosea,1
10,5,melilotus indicus,1
10,5,aira caryophyllea,1
10,5,convolvulus angustissimus,2
10,5,vulpia bromoides,0.5
10,5,oxalis perennans,0.5
10,5,vicia hirsuta,0.5
10,5,BG,10
10,6,elymus scaber,0.5
10,6,avena fatua,1
10,6,themeda triandra,95
10,6,aira caryophyllea,0.5
10,6,briza minor,0.5
10,6,oxalis perennans,1
10,6,plantago coronopus,0.5
10,6,aira elegantissima,1
10,6,haloragis heterophylla,1
10,6,BG,1
10,7,themeda triandra,80
10,7,stackhousia subterranea,15
10,7,centaurium erythraea,5
10,7,briza minor,2
10,7,aira caryophyllea,2
10,7,bossiaea prostrata,0.5
10,7,haloragis heterophylla,1
10,7,melilotus indicus,1
10,7,hypochaeris radicata,0.5
10,7,schoenus apogon,0.5
10,7,oxalis perennans,0.5
10,7,rumex brownii,0.5
10,7,BG,2
10,8,themeda triandra,90
10,8,melilotus indicus,2
10,8,briza minor,5
10,8,gonocarpus tetragynus,1
10,8,eryngium ovinum,2
10,8,oxalis perennans,0.5
10,8,haloragis heterophylla,0.5
10,8,aira caryophyllea,0.5
10,8,schoenus apogon,0.5
10,8,centaurium sp.,0.5
10,8,hypochaeris radicata,0.5
10,8,romulea rosea,0.5
10,8,sonchus asper,0.5
10,8,stellaria sp.,0.5
10,8,BG,2
10,9,themeda triandra,90
10,9,chrysocephalum apiculatum,2
10,9,briza minor,0.5
10,9,gonocarpus tetragynus,5
10,9,bossiaea prostrata,10
10,9,schoenus apogon,0.5
10,9,melilotus indicus,0.5
10,9,plantago coronopus,0.5
10,9,oxalis perennans,0.5
10,9,centaurium erythraea,0.5
10,9,lomandra nana,0.5
10,9,BG,1
10,10,themeda triandra,70
10,10,briza maxima,0.5
10,10,briza minor,1
10,10,vulpia myuros,0.5
10,10,aira caryophyllea,0.5
10,10,plantago coronopus,1
10,10,centaurium sp.,0.5
10,10,gonocarpus tetragynus,1
10,10,calocephalus citreus,0.5
10,10,vicia hirsuta,0.5
10,10,BG,15
29,1,themeda triandra,40
29,1,vulpia myuros,0.5
29,1,aira caryophyllea,1
29,1,plantago coronopus,1
29,1,plantago lanceolata,0.5
29,1,romulea rosea,2
29,1,briza minor,0.5
29,1,schoenus apogon,0.5
29,1,elymus scaber,2
29,1,juncus subsecundus,0.5
29,1,BG,40
29,2,themeda triandra,50
29,2,rytidosperma caespitosum,0.5
29,2,elymus scaber,1
29,2,plantago coronopus,2
29,2,poa labillardierei,5
29,2,rytidosperma sp.,1
29,2,romulea rosea,2
29,2,BG,40
29,3,themeda triandra,50
29,3,asperula conferta,1
29,3,aira caryophyllea,0.5
29,3,romulea rosea,2
29,3,plantago coronopus,1
29,3,vulpia myuros,0.5
29,3,rytidosperma sp.,0.5
29,3,briza minor,0.5
29,3,BG,45
29,4,themeda triandra,40
29,4,aira caryophyllea,0.5
29,4,romulea rosea,2
29,4,rytidosperma caespitosum,1
29,4,briza minor,0.5
29,4,plantago lanceolata,0.5
29,4,vulpia bromoides,0.5
29,4,plantago coronopus,1
29,4,BG,60
29,5,themeda triandra,80
29,5,romulea rosea,0.5
29,5,briza minor,1
29,5,aira caryophyllea,0.5
29,5,plantago coronopus,1
29,5,schoenus apogon,0.5
29,5,haloragis heterophylla,0.5
29,5,oxalis perennans,0.5
29,5,stellaria sp.,0.5
29,5,BG,15
29,6,themeda triandra,50
29,6,plantago coronopus,2
29,6,schoenus apogon,0.5
29,6,rytidosperma caespitosum,0.5
29,6,briza minor,0.5
29,6,romulea rosea,1
29,6,gonocarpus tetragynus,0.5
29,6,rytidosperma sp.,0.5
29,6,dichelachne crinita,0.5
29,6,haloragis heterophylla,0.5
29,6,aira caryophyllea,0.5
29,6,BG,50
29,7,themeda triandra,40
29,7,aira caryophyllea,2
29,7,briza minor,0.5
29,7,romulea rosea,1
29,7,lomandra filiformis,15
29,7,haloragis heterophylla,0.5
29,7,schoenus apogon,0.5
29,7,BG,40
29,8,themeda triandra,60
29,8,aira caryophyllea,1
29,8,plantago coronopus,1
29,8,romulea rosea,1
29,8,dichelachne crinita,0.5
29,8,lomandra filiformis,5
29,8,briza minor,0.5
29,8,gonocarpus tetragynus,0.5
29,8,melilotus indicus,0.5
29,8,BG,35
29,9,themeda triandra,40
29,9,pimelea curviflora,5
29,9,gonocarpus tetragynus,20
29,9,dichelachne crinita,0.5
29,9,bossiaea prostrata,0.5
29,9,lomandra filiformis,2
29,9,aira caryophyllea,0.5
29,9,schoenus apogon,0.5
29,9,lomandra nana,0.5
29,9,rytidosperma carphoides,1
29,9,briza minor,0.5
29,9,plantago coronopus,2
29,9,romulea rosea,2
29,9,haloragis heterophylla,0.5
29,9,BG,30
29,10,themeda triandra,15
29,10,diuris fragrantissima,0.5
29,10,rytidosperma caespitosum,1
29,10,lomandra filiformis,15
29,10,gonocarpus tetragynus,5
29,10,rytidosperma carphoides,1
29,10,bossiaea prostrata,5
29,10,plantago coronopus,2
29,10,dichelachne crinita,0.5
29,10,romulea rosea,1
29,10,aira caryophyllea,0.5
29,10,poa sp.,1
29,10,BG,60
9,1,themeda triandra,50
9,1,vulpia muralis,5
9,1,geranium retrorsum,1
9,1,rytidosperma sp.,1
9,1,romulea rosea,1
9,1,rytidosperma setaceum,1
9,1,trifolium glomeratum,0.5
9,1,avena fatua,0.5
9,1,aira caryophyllea,0.5
9,1,BG,45
9,2,themeda triandra,55
9,2,avena fatua,0.5
9,2,romulea rosea,1
9,2,vulpia bromoides,2
9,2,aira caryophyllea,0.5
9,2,rytidosperma sp. ,1
9,2,vulpia muralis,1
9,2,austrostipa bigeniculata,1
9,2,BG,40
9,3,themeda triandra,45
9,3,avena fatua,0.5
9,3,briza maxima,0.5
9,3,romulea rosea,2
9,3,calocephalus citreus,2
9,3,rytidosperma sp.,1
9,3,aira caryophyllea,0.5
9,3,vulpia bromoides,1
9,3,eryngium ovinum,0.5
9,3,BG,50
9,4,themeda triandra,40
9,4,calocephalus citreus,1
9,4,plantago coronopus,2
9,4,eryngium ovinum,0.5
9,4,romulea rosea,1
9,4,vulpia muralis,1
9,4,austrostipa bigeniculata,0.5
9,4,rytidosperma sp.,0.5
9,4,aira caryophyllea,0.5
9,4,rytidosperma setaceum,0.5
9,4,BG,60
9,5,themeda triandra,45
9,5,calocephalus citreus,0.5
9,5,plantago coronopus,2
9,5,romulea rosea,1
9,5,schoenus apogon,0.5
9,5,aira caryophyllea,0.5
9,5,chrysocephalum apiculatum,0.5
9,5,vulpia muralis,0.5
9,5,briza minor,0.5
9,5,BG,50
9,6,themeda triandra,40
9,6,chrysocephalum apiculatum,10
9,6,plantago coronopus,5
9,6,calocephalus citreus,2
9,6,schoenus apogon,0.5
9,6,briza minor,0.5
9,6,romulea rosea,1
9,6,aira caryophyllea,0.5
9,6,rytidosperma sp.,0.5
9,6,BG,45
9,7,themeda triandra,40
9,7,calocephalus citreus,2
9,7,schoenus apogon,0.5
9,7,plantago coronopus,5
9,7,rytidosperma sp.,0.5
9,7,briza minor,0.5
9,7,aira caryophyllea,0.5
9,7,romulea rosea,0.5
9,7,chrysocephalum apiculatum,0.5
9,7,BG,50
9,8,themeda triandra,50
9,8,plantago coronopus,5
9,8,romulea rosea,1
9,8,aira caryophyllea,0.5
9,8,austrostipa bigeniculata,1
9,8,vulpia muralis,0.5
9,8,vulpia bromoides,0.5
9,8,rytidosperma sp.,0.5
9,8,BG,40
9,9,themeda triandra,50
9,9,briza minor,0.5
9,9,schoenus apogon,1
9,9,romulea rosea,1
9,9,briza maxima,0.5
9,9,rytidosperma setaceum,0.5
9,9,oxalis perennans,1
9,9,aira caryophyllea,0.5
9,9,haloragis heterophylla,0.5
9,9,BG,50
9,10,dichelachne crinita,0.5
9,10,romulea rosea,1
9,10,themeda triandra,60
9,10,aira caryophyllea,2
9,10,melilotus indicus,0.5
9,10,briza minor,1
9,10,schoenus apogon,1
9,10,petrorhagia dubia,1
9,10,helminthotheca echioides,0.5
9,10,haloragis heterophylla,0.5
9,10,chrysocephalum apiculatum,0.5
9,10,stellaria sp.,0.5
9,10,vulpia sp.,0.5
9,10,rytidosperma setaceum,0.5
9,10,crassula sieberiana,0.5
9,10,BG,40
6,1,themeda triandra,100
6,1,aira elegantissima,0.5
6,1,romulea rosea,0.5
6,1,austrostipa bigeniculata,0.5
6,1,BG,0
6,2,themeda triandra,60
6,2,romulea rosea,2
6,2,austrostipa bigeniculata,2
6,2,pimelea curviflora,5
6,2,rytidosperma setaceum,5
6,2,aira elegantissima,5
6,2,BG,1
6,3,themeda triandra,95
6,3,convolvulus angustissimus,0.5
6,3,romulea rosea,0.5
6,3,aira elegantissima,5
6,3,stellaria sp.,1
6,3,rytidosperma setaceum,0.5
6,3,schoenus apogon,0.5
6,3,BG,0.5
6,4,themeda triandra,20
6,4,senecio quadridentatus,5
6,4,plantago lanceolata,1
6,4,convolvulus angustissimus,0.5
6,4,austrostipa bigeniculata,5
6,4,rytidosperma setaceum,1
6,4,romulea rosea,2
6,4,aira elegantissima,5
6,4,BG,20
6,5,themeda triandra,75
6,5,convolvulus angustissimus,5
6,5,rytidosperma setaceum,2
6,5,aira caryophyllea,2
6,5,romulea rosea,1
6,5,centaurium sp.,0.5
6,5,BG,10
6,6,chrysocephalum apiculatum,0.5
6,6,nassella trichotoma,1
6,6,themeda triandra,60
6,6,rytidosperma setaceum,1
6,6,aira caryophyllea,0.5
6,6,aira elegantissima,0.5
6,6,romulea rosea,0.5
6,6,convolvulus angustissimus,0.5
6,6,calocephalus citreus,0.5
6,6,BG,10
6,7,themeda triandra,95
6,7,romulea rosea,0.5
6,7,nassella trichotoma,0.5
6,7,aira caryophyllea,1
6,7,BG,0.5
6,8,themeda triandra,95
6,8,romulea rosea,0.5
6,8,convolvulus angustissimus,1
6,8,plantago lanceolata,1
6,8,aira caryophyllea,2
6,8,calocephalus citreus,0.5
6,8,stellaria sp.,0.5
6,8,BG,2
6,9,themeda triandra,85
6,9,romulea rosea,0.5
6,9,aira elegantissima,1
6,9,stellaria sp.,0.5
6,9,plantago lanceolata,0.5
6,9,vulpia bromoides,0.5
6,9,BG,0.5
6,10,themeda triandra,70
6,10,calocephalus citreus,2
6,10,stellaria sp.,0.5
6,10,aira caryophyllea,5
6,10,rytidosperma setaceum,0.5
6,10,chrysocephalum apiculatum,0.5
6,10,BG,2
2,1,austrostipa bigeniculata,50
2,1,rytidosperma setaceum,5
2,1,romulea rosea,0.5
2,1,vulpia bromoides,2
2,1,plantago lanceolata,2
2,1,allocasuarina verticillata,0.5
2,1,BG,1
2,2,austrostipa bigeniculata,0.5
2,2,rytidosperma setaceum,45
2,2,romulea rosea,2
2,2,bromus hordeaceus,20
2,2,briza minor,0.5
2,2,vulpia bromoides,20
2,2,nassella trichotoma,2
2,2,nassella neesiana,5
2,2,elymus scaber,0.5
2,2,BG,0
2,3,lolium perenne,5
2,3,briza minor,1
2,3,lythrum hyssopifolia,2
2,3,bromus hordeaceus,1
2,3,austrostipa bigeniculata,30
2,3,romulea rosea,2
2,3,vulpia bromoides,1
2,3,elymus scaber,0.5
2,3,BG,0
2,4,austrostipa bigeniculata,60
2,4,rytidosperma setaceum,5
2,4,briza minor,10
2,4,romulea rosea,2
2,4,tribolium acutiflorum,5
2,4,bromus hordeaceus,1
2,4,vulpia bromoides,1
2,4,oxalis perennans,0.5
2,4,plantago coronopus,0.5
2,4,BG,1
2,5,austrostipa bigeniculata,50
2,5,rytidosperma setaceum,15
2,5,convolvulus angustissimus,10
2,5,briza minor,1
2,5,asperula conferta,15
2,5,sonchus asper,0.5
2,5,romulea rosea,0.5
2,5,solenogyne dominii,1
2,5,BG,10
2,6,austrostipa bigeniculata,30
2,6,rytidosperma setaceum,15
2,6,briza minor,30
2,6,vulpia bromoides,20
2,6,aira caryophyllea,0.5
2,6,asperula conferta,0.5
2,6,romulea rosea,0.5
2,6,plantago coronopus,0.5
2,6,oxalis perennans,2
2,6,tribolium acutiflorum,0.5
2,6,nassella neesiana,0.5
2,6,BG,10
2,7,austrostipa bigeniculata,50
2,7,rytidosperma setaceum,5
2,7,briza minor,1
2,7,vulpia bromoides,30
2,7,romulea rosea,0.5
2,7,lolium perenne,0.5
2,7,asperula conferta,0.5
2,7,BG,2
2,8,austrostipa bigeniculata,40
2,8,rytidosperma setaceum,1
2,8,lolium perenne,1
2,8,nassella neesiana,1
2,8,vulpia bromoides,30
2,8,romulea rosea,2
2,8,calocephalus citreus,0.5
2,8,themeda triandra,0.5
2,8,aira caryophyllea,0.5
2,8,epilobium sp.,0.5
2,8,briza minor,2
2,8,BG,10
2,9,convolvulus angustissimus,1
2,9,austrostipa bigeniculata,40
2,9,briza minor,5
2,9,aira caryophyllea,5
2,9,vulpia bromoides,15
2,9,solenogyne dominii,1
2,9,plantago coronopus,1
2,9,rytidosperma setaceum,10
2,9,romulea rosea,1
2,9,oxalis perennans,1
2,9,lolium perenne,0.5
2,9,tribolium acutiflorum,2
2,9,nassella neesiana,0.5
2,9,Poaceae sp.,2
2,9,BG,5
2,9,austrostipa bigeniculata,15
2,9,vulpia bromoides,5
2,9,solenogyne dominii,1
2,9,romulea rosea,0.5
2,9,themeda triandra,0.5
2,9,rytidosperma setaceum,0.5
2,9,BG,80
34,1,plantago lanceolata,5
34,1,poa rodwayi,10
34,1,briza maxima,5
34,1,geranium sp.,10
34,1,phalaris aquatica,1
34,1,aira caryophyllea,2
34,1,themeda triandra,5
34,1,helminthotheca echioides,0.5
34,1,lactuca serriola,0.5
34,1,trifolium angustifolium,1
34,1,oxalis perennans,0.5
34,1,asperula conferta,0.5
34,1,briza minor,2
34,1,BG,25
34,2,themeda triandra,15
34,2,briza maxima,20
34,2,briza minor,20
34,2,bromus hordeaceus,1
34,2,austrostipa bigeniculata,5
34,2,phalaris aquatica,1
34,2,nassella neesiana,10
34,2,avena fatua,1
34,2,geranium sp.,2
34,2,plantago lanceolata,1
34,2,aira caryophyllea,2
34,2,dactylis glomerata,1
34,2,romulea rosea,1
34,2,BG,2
34,3,poa labillardierei,10
34,3,themeda triandra,1
34,3,nassella neesiana,5
34,3,plantago lanceolata,10
34,3,briza minor,1
34,3,geranium sp.,5
34,3,aira caryophyllea,1
34,3,romulea rosea,5
34,3,helminthotheca echioides,0.5
34,3,avena fatua,0.5
34,3,cerastium glomeratum,0.5
34,3,BG,30
34,4,plantago lanceolata,50
34,4,dichelachne crinita,1
34,4,nassella neesiana,5
34,4,vulpia bromoides,1
34,4,aira caryophyllea,5
34,4,briza minor,1
34,4,geranium sp.,2
34,4,lotus suaveolens,1
34,4,sonchus oleraceus,0.5
34,4,austrostipa bigeniculata,2
34,4,trifolium angustifolium,0.5
34,4,BG,5
34,5,plantago lanceolata,10
34,5,aira caryophyllea,5
34,5,nassella neesiana,10
34,5,phalaris aquatica,5
34,5,romulea rosea,1
34,5,vulpia bromoides,1
34,5,rytidosperma laeve,0.5
34,5,rytidosperma caespitosum,0.5
34,5,BG,40
34,6,nassella neesiana,70
34,6,phalaris aquatica,5
34,6,plantago lanceolata,5
34,6,aira caryophyllea,2
34,6,romulea rosea,1
34,6,avena fatua,0.5
34,6,vulpia bromoides,1
34,6,BG,15
34,7,themeda triandra,20
34,7,nassella neesiana,15
34,7,plantago lanceolata,5
34,7,vulpia bromoides,10
34,7,cerastium glomeratum,0.5
34,7,geranium sp.,2
34,7,aira caryophyllea,1
34,7,bromus hordeaceus,0.5
34,7,vicia sativa,1
34,7,hypochaeris radicata,0.5
34,7,BG,25
34,8,themeda triandra,15
34,8,nassella neesiana,5
34,8,vulpia bromoides,10
34,8,aira caryophyllea,1
34,8,plantago lanceolata,2
34,8,helminthotheca echioides,5
34,8,geranium sp.,5
34,8,briza minor,2
34,8,romulea rosea,0.5
34,8,avena fatua,0.5
34,8,BG,25
34,9,austrostipa bigeniculata,1
34,9,avena fatua,15
34,9,helminthotheca echioides,5
34,9,vulpia bromoides,20
34,9,briza maxima,2
34,9,briza minor,2
34,9,themeda triandra,5
34,9,geranium potentilloides,0.5
34,9,romulea rosea,1
34,9,bromus hordeaceus,1
34,9,lotus suaveolens,0.5
34,9,BG,20
34,10,briza maxima,15
34,10,themeda triandra,5
34,10,nassella neesiana,5
34,10,austrostipa bigeniculata,1
34,10,poa sieberiana,1
34,10,aira caryophyllea,2
34,10,helminthotheca echioides,1
34,10,rytidosperma caespitosum,0.5
34,10,vulpia bromoides,1
34,10,briza minor,1
34,10,romulea rosea,1
34,10,plantago lanceolata,5
34,10,hypochaeris radicata,0.5
34,10,avena fatua,1
34,10,phalaris aquatica,2
34,10,rytidosperma laeve,0.5
34,10,carex breviculmis,1
34,10,BG,15
35,1,dactylis glomerata,5
35,1,briza maxima,5
35,1,briza minor,5
35,1,bromus hordeaceus,5
35,1,lolium perenne,1
35,1,plantago lanceolata,10
35,1,avena fatua,2
35,1,romulea rosea,1
35,1,themeda triandra,10
35,1,juncus subsecundus,0.5
35,1,BG,0.5
35,2,austrostipa bigeniculata,5
35,2,plantago lanceolata,5
35,2,nassella neesiana,20
35,2,briza minor,10
35,2,briza maxima,1
35,2,bromus hordeaceus,1
35,2,linum trigynum,0.5
35,2,vulpia bromoides,1
35,2,veronica gracilis,1
35,2,sonchus oleraceus,0.5
35,2,avena fatua,5
35,2,phalaris aquatica,5
35,2,BG,0.5
35,3,nassella neesiana,70
35,3,austrostipa bigeniculata,5
35,3,plantago lanceolata,10
35,3,avena fatua,0.5
35,3,BG,0.5
35,4,nassella neesiana,80
35,4,briza minor,5
35,4,plantago lanceolata,10
35,4,briza maxima,1
35,4,romulea rosea,1
35,4,BG,0.5
35,5,austrostipa bigeniculata,25
35,5,nassella neesiana,75
35,5,plantago lanceolata,1
35,5,helminthotheca echioides,0.5
35,5,briza maxima,0.5
35,5,BG,0
35,6,austrostipa bigeniculata,25
35,6,nassella neesiana,50
35,6,vulpia bromoides,10
35,6,plantago lanceolata,5
35,6,bromus hordeaceus,1
35,6,briza minor,1
35,6,aira caryophyllea,2
35,6,centaurium sp.,0.5
35,6,BG,0
35,7,avena fatua,10
35,7,plantago lanceolata,5
35,7,nassella neesiana,80
35,7,briza maxima,1
35,7,romulea rosea,1
35,7,BG,2
35,8,avena fatua,5
35,8,plantago lanceolata,30
35,8,briza minor,20
35,8,romulea rosea,2
35,8,nassella neesiana,20
35,8,sporobolus africanus,0.5
35,8,sonchus asper,0.5
35,8,vicia sativa,0.5
35,8,vulpia bromoides,1
35,8,BG,2
35,9,avena fatua,25
35,9,plantago lanceolata,5
35,9,nassella neesiana,30
35,9,briza minor,2
35,9,themeda triandra,10
35,9,BG,1
35,10,nassella neesiana,70
35,10,avena fatua,10
35,10,austrostipa bigeniculata,5
35,10,briza minor,2
35,10,romulea rosea,1
35,10,plantago lanceolata,2
35,10,vicia sativa,1
35,10,themeda triandra,5
35,10,BG,1
41,1,plantago lanceolata,20
41,1,poa labillardierei,15
41,1,rytidosperma procerum,10
41,1,elymus scaber,5
41,1,calocephalus citreus,5
41,1,asperula conferta,1
41,1,lolium perenne,0.5
41,1,romulea rosea,1
41,1,hypochaeris radicata,0.5
41,1,themeda triandra,15
41,1,dichelachne crinita,2
41,1,aira caryophyllea,0.5
41,1,vulpia bromoides,2
41,1,anthoxanthum odoratum,0.5
41,1,BG,25
41,2,rytidosperma procerum,20
41,2,rytidosperma sp.,1
41,2,poa labillardierei,1
41,2,anthoxanthum odoratum,2
41,2,convolvulus angustissimus,5
41,2,dichelachne crinita,1
41,2,plantago lanceolata,10
41,2,hypochaeris radicata,5
41,2,themeda triandra,30
41,2,calocephalus lacteus,10
41,2,veronica gracilis,0.5
41,2,romulea rosea,1
41,2,aira caryophyllea,0.5
41,2,senecio squarrosus,0.5
41,2,BG,15
41,3,rutidosis leptorrhynchoides,1
41,3,poa labillardierei,20
41,3,themeda triandra,15
41,3,plantago lanceolata,20
41,3,convolvulus angustissimus,2
41,3,aira caryophyllea,0.5
41,3,lomandra filiformis,1
41,3,hypochaeris radicata,1
41,3,haloragis heterophylla,5
41,3,romulea rosea,0.5
41,3,austrostipa bigeniculata,1
41,3,anthoxanthum odoratum,5
41,3,veronica gracilis,1
41,3,rytidosperma procerum,10
41,3,BG,15
41,4,plantago lanceolata,10
41,4,themeda triandra,35
41,4,acaena echinata,2
41,4,hypochaeris radicata,2
41,4,anthoxanthum odoratum,10
41,4,elymus scaber,5
41,4,briza minor,1
41,4,vulpia bromoides,1
41,4,veronica gracilis,1
41,4,haloragis heterophylla,1
41,4,asperula conferta,1
41,4,schoenus apogon,0.5
41,4,romulea rosea,0.5
41,4,rytidosperma procerum,1
41,4,BG,30
41,5,poa labillardierei,10
41,5,plantago lanceolata,15
41,5,themeda triandra,30
41,5,hypochaeris radicata,5
41,5,dichelachne crinita,0.5
41,5,romulea rosea,0.5
41,5,avena fatua,0.5
41,5,rytidosperma sp.,1
41,5,BG,40
41,6,plantago lanceolata,15
41,6,holcus lanatus,0.5
41,6,elymus scaber,0.5
41,6,hypochaeris radicata,5
41,6,anthoxanthum odoratum,35
41,6,aira caryophyllea,0.5
41,6,poa labillardierei,15
41,6,briza minor,1
41,6,romulea rosea,0.5
41,6,rytidosperma procerum,5
41,6,themeda triandra,15
41,6,BG,1
41,7,themeda triandra,40
41,7,plantago lanceolata,5
41,7,romulea rosea,0.5
41,7,veronica gracilis,1
41,7,hypochaeris radicata,1
41,7,haloragis heterophylla,1
41,7,lomandra filiformis,20
41,7,poa labillardierei,2
41,7,acaena echinata,0.5
41,7,BG,25
41,8,themeda triandra,75
41,8,convolvulus angustissimus,1
41,8,eryngium ovinum,1
41,8,haloragis heterophylla,2
41,8,plantago lanceolata,2
41,8,lomandra filiformis,2
41,8,schoenus apogon,1
41,8,anthoxanthum odoratum,0.5
41,8,poa labillardierei,2
41,8,aira caryophyllea,0.5
41,8,lachnagrostis punicea subsp. punicea,1
41,8,tricoryne elatior,0.5
41,8,dichondra repens,0.5
41,8,BG,10
41,9,themeda triandra,60
41,9,plantago lanceolata,10
41,9,dichelachne crinita,0.5
41,9,briza minor,1
41,9,anthoxanthum odoratum,2
41,9,hypochaeris radicata,1
41,9,aira caryophyllea,0.5
41,9,schoenus apogon,1
41,9,poa labillardierei,5
41,9,lachnagrostis punicea subsp. punicea,1
41,9,romulea rosea,0.5
41,9,BG,20
41,10,plantago lanceolata,5
41,10,dichelachne crinita,0.5
41,10,anthoxanthum odoratum,30
41,10,rytidosperma sp.,5
41,10,poa labillardierei,20
41,10,briza minor,1
41,10,eryngium vesiculosum,5
41,10,romulea rosea,0.5
41,10,hypochaeris radicata,1
41,10,BG,30
31,1,plantago lanceolata,10
31,1,themeda triandra,60
31,1,asperula conferta,1
31,1,dichelachne crinita,1
31,1,hypochaeris radicata,0.5
31,1,acaena echinata,0.5
31,1,senecio squarrosus,1
31,1,anthoxanthum odoratum,1
31,1,rytidosperma procerum,15
31,1,elymus scaber,1
31,1,schoenus apogon,0.5
31,1,romulea rosea,0.5
31,1,briza minor,0.5
31,1,rytidosperma sp.,1
31,1,BG,10
31,2,plantago lanceolata,15
31,2,dichelachne crinita,1
31,2,elymus scaber,5
31,2,anthoxanthum odoratum,15
31,2,themeda triandra,15
31,2,haloragis heterophylla,10
31,2,eryngium vesiculosum,0.5
31,2,romulea rosea,0.5
31,2,hypochaeris radicata,0.5
31,2,briza minor,0.5
31,2,rytidosperma sp.,5
31,2,schoenus apogon,0.5
31,2,rytidosperma procerum,5
31,2,veronica gracilis,0.5
31,2,BG,25
31,3,themeda triandra,50
31,3,plantago lanceolata,5
31,3,hypochaeris radicata,2
31,3,anthoxanthum odoratum,5
31,3,asperula conferta,1
31,3,rytidosperma fulvum,5
31,3,rytidosperma sp.,5
31,3,calocephalus lacteus,2
31,3,schoenus apogon,0.5
31,3,lachnagrostis punicea subsp. punicea,0.5
31,3,BG,30
31,4,themeda triandra,30
31,4,rytidosperma sp.,5
31,4,anthoxanthum odoratum,1
31,4,hypochaeris radicata,1
31,4,leptorhynchos squamatus,10
31,4,lachnagrostis punicea subsp. punicea,0.5
31,4,plantago lanceolata,5
31,4,poa labillardierei,10
31,4,schoenus apogon,0.5
31,4,BG,40
31,5,dichelachne crinita,1
31,5,themeda triandra,20
31,5,plantago lanceolata,15
31,5,anthoxanthum odoratum,2
31,5,lachnagrostis punicea subsp. punicea,1
31,5,hypochaeris radicata,5
31,5,romulea rosea,0.5
31,5,briza minor,0.5
31,5,geranium sp.,0.5
31,5,rytidosperma sp.,10
31,5,rytidosperma fulvum,10
31,5,schoenus apogon,0.5
31,5,BG,30
31,6,themeda triandra,60
31,6,hypochaeris radicata,5
31,6,plantago lanceolata,5
31,6,poa labillardierei,15
31,6,lomandra filiformis,2
31,6,lachnagrostis punicea subsp. punicea,1
31,6,dichelachne crinita,1
31,6,anthoxanthum odoratum,1
31,6,BG,10
31,7,anthoxanthum odoratum,0.5
31,7,convolvulus angustissimus,15
31,7,dichelachne crinita,1
31,7,lomandra filiformis,15
31,7,themeda triandra,20
31,7,senecio squarrosus,2
31,7,dianella amoena,10
