transect_number,quadrat,species,percent_cover
16,2,plantago lanceolata,0.5
16,2,aira caryophyllea,0.5
16,2,vulpia bromoides,0.5
16,2,veronica gracilis,2.0
16,2,themeda triandra,75.0
16,2,rytidosperma spp.,0.5
16,2,BG,11.0
16,2,L,2.0
16,3,briza maxima,4.0
16,3,briza minor,0.5
16,3,plantago lanceolata,1.0
16,3,avena fatua / barbata,3.0
16,3,nassella neesiana,15.0
16,3,romulea rosea,8.0
16,3,bromus hordeaceus,0.5
16,3,wahlenbergia gracilis,25.0
16,3,themeda triandra,1.0
16,3,elymus scaber,0.5
16,3,BG,41.5
16,3,L,10.0
16,4,briza maxima,10.0
16,4,linum trigynum,1.0
16,4,vulpia bromoides,1.0
16,4,avena fatua / barbata,3.0
16,4,briza minor,1.0
16,4,romulea rosea,2.0
16,4,aira caryophyllea,0.5
16,4,trifolium angustifolium,0.5
16,4,nassella neesiana,2.0
16,4,veronica gracilis,4.0
16,4,themeda triandra,45.0
16,4,elymus scaber,1.0
16,4,BG,30.0
16,4,L,0.5
16,5,romulea rosea,3.0
16,5,briza maxima,3.0
16,5,avena fatua / barbata,1.0
16,5,plantago lanceolata,2.0
16,5,sonchus oleraceus,0.5
16,5,nassella neesiana,15.0
16,5,vicia hirsuta,1.0
16,5,oxalis pes-caprae,1.0
16,5,themeda triandra,30.0
16,5,BG,45.0
16,5,L,3.0
16,5,R,2.0
16,6,plantago lanceolata,10.0
16,6,nassella neesiana,5.0
16,6,romulea rosea,2.0
16,6,bromus hordeaceus,4.0
16,6,briza maxima,1.0
16,6,briza minor,1.0
16,6,aira caryophyllea,0.5
16,6,lotus sp.,0.5
16,6,avena fatua / barbata,1.0
16,6,veronica gracilis,20.0
16,6,wahlenbergia gracilis,0.5
16,6,elymus scaber,1.0
16,6,themeda triandra,33.0
16,6,BG,25.0
16,7,romulea rosea,1.0
16,7,avena fatua / barbata,3.0
16,7,vicia hirsuta,0.5
16,7,briza maxima,1.0
16,7,veronica gracilis,15.0
16,7,wahlenbergia gracilis,0.5
16,7,themeda triandra,30.0
16,7,lomandra filiformis,10.0
16,7,eragrostis brownii,5.0
16,7,rytidosperma spp.,0.5
16,7,BG,30.0
16,7,L,0.5
16,8,briza minor,1.0
16,8,briza maxima,3.0
16,8,vicia hirsuta,0.5
16,8,avena fatua / barbata,4.5
16,8,plantago lanceolata,15.0
16,8,romulea rosea,1.0
16,8,aira caryophyllea,0.5
16,8,veronica gracilis,4.0
16,8,wahlenbergia gracilis,0.5
16,8,themeda triandra,35.0
16,8,rytidosperma spp.,1.0
16,8,BG,35.0
16,9,plantago lanceolata,12.0
16,9,nassella neesiana,2.0
16,9,romulea rosea,2.0
16,9,geranium potentilloides var. potentilloides,0.5
16,9,briza maxima,3.0
16,9,vicia hirsuta,1.0
16,9,bromus hordeaceus,1.0
16,9,avena fatua / barbata,4.0
16,9,sonchus oleraceus,0.5
16,9,veronica gracilis,6.0
16,9,wahlenbergia gracilis,0.5
16,9,themeda triandra,30.0
16,9,lomandra filiformis,1.0
16,9,BG,37.0
16,9,L,2.0
16,10,nassella neesiana,13.0
16,10,vicia hirsuta,4.0
16,10,romulea rosea,1.0
16,10,plantago lanceolata,2.0
16,10,avena fatua / barbata,4.0
16,10,briza maxima,0.5
16,10,oxalis pes-caprae,0.5
16,10,wahlenbergia gracilis,3.0
16,10,haloragis heterophylla,0.5
16,10,themeda triandra,24.0
16,10,lomandra filiformis,2.0
16,10,enneapogon nigricans,4.0
16,10,rytidosperma spp.,24.0
16,10,austrostipa spp.,0.5
16,10,elymus scaber,0.5
16,10,BG,18.0
17,1,plantago lanceolata,40.0
17,1,briza minor,2.0
17,1,vulpia bromoides,0.5
17,1,aira caryophyllea,0.5
17,1,romulea rosea,3.0
17,1,nassella neesiana,5.0
17,1,lotus sp.,2.0
17,1,avena fatua / barbata,2.0
17,1,phalaris aquatica,0.5
17,1,asperula conferta,0.5
17,1,geranium potentilloides var. potentilloides,0.5
17,1,themeda triandra,2.0
17,1,BG,41.0
17,1,L,2.0
17,2,avena fatua / barbata,4.0
17,2,romulea rosea,4.0
17,2,nassella neesiana,5.0
17,2,aira caryophyllea,1.0
17,2,plantago lanceolata,4.0
17,2,briza minor,3.0
17,2,allium triquetrum,0.5
17,2,bromus hordeaceus,0.5
17,2,geranium potentilloides var. potentilloides,0.5
17,2,pimelea curviflora,2.0
17,2,acaena echinata,0.5
17,2,themeda triandra,54.0
17,2,rytidosperma spp.,2.0
17,2,BG,22.0
17,2,L,1.0
17,3,aira caryophyllea,0.5
17,3,briza minor,2.0
17,3,romulea rosea,4.0
17,3,plantago lanceolata,20.0
17,3,trifolium arvense,0.5
17,3,nassella neesiana,1.0
17,3,vulpia bromoides,1.0
17,3,lotus sp.,0.5
17,3,geranium inundatum,1.0
17,3,rytidosperma spp.,6.0
17,3,rytidosperma spp.,3.0
17,3,austrostipa spp.,25.0
17,3,themeda triandra,1.0
17,3,BG,34.5
17,3,L,0.5
17,4,plantago lanceolata,30.0
17,4,phalaris aquatica,10.0
17,4,medicago polymorpha,0.5
17,4,romulea rosea,10.0
17,4,aira caryophyllea,0.5
17,4,arctotheca calendula,0.5
17,4,nassella neesiana,0.5
17,4,lotus sp.,0.5
17,4,austrostipa spp.,8.0
17,4,dichelachne crinita,0.5
17,4,rytidosperma spp.,1.0
17,4,BG,37.5
17,4,L,0.5
17,5,aira caryophyllea,0.5
17,5,plantago lanceolata,10.0
17,5,romulea rosea,2.0
17,5,nassella neesiana,5.0
17,5,phalaris aquatica,2.0
17,5,calocephalus citreus,0.5
17,5,acaena echinata,0.5
17,5,themeda triandra,2.0
17,5,rytidosperma spp.,2.0
17,5,rytidosperma spp.,35.0
17,5,BG,41.0
17,6,plantago lanceolata,25.0
17,6,romulea rosea,5.0
17,6,nassella neesiana,3.0
17,6,aira caryophyllea,2.0
17,6,briza minor,2.0
17,6,cynoglossum suaveolens,0.5
17,6,arctotheca calendula,0.5
17,6,acaena echinata,0.5
17,6,oxalis perennans,0.5
17,6,rytidosperma spp.,17.5
17,6,rytidosperma spp.,17.5
17,6,themeda triandra,0.5
17,6,BG,21.0
17,6,L,4.0
17,7,plantago lanceolata,10.0
17,7,romulea rosea,10.0
17,7,avena fatua / barbata,1.0
17,7,briza maxima,1.0
17,7,nassella neesiana,40.0
17,7,austrostipa spp.,0.5
17,7,BG,37.0
17,7,L,1.0
17,8,avena fatua / barbata,5.0
17,8,centaurium erythraea,2.0
17,8,plantago lanceolata,15.0
17,8,phalaris aquatica,1.0
17,8,romulea rosea,4.0
17,8,trifolium campestre,0.5
17,8,nassella neesiana,5.0
17,8,geranium potentilloides var. potentilloides,4.0
17,8,oxalis perennans,0.5
17,8,austrostipa spp.,30.0
17,8,themeda triandra,1.0
17,8,BG,30.0
17,8,L,1.0
17,9,lotus sp.,7.0
17,9,plantago lanceolata,6.0
17,9,vulpia bromoides,37.0
17,9,romulea rosea,4.0
17,9,nassella neesiana,25.0
17,9,aira caryophyllea,0.5
17,9,briza maxima,0.5
17,9,geranium inundatum,1.0
17,9,rytidosperma spp.,1.0
17,9,BG,17.0
17,9,L,1.0
17,10,plantago lanceolata,9.0
17,10,vulpia bromoides,72.0
17,10,nassella neesiana,3.0
17,10,geranium potentilloides var. potentilloides,2.0
17,10,senecio glomeratus,0.5
17,10,rytidosperma spp.,1.0
17,10,BG,12.0
18,1,plantago lanceolata,2.0
18,1,briza maxima,4.0
18,1,briza minor,0.5
18,1,hypochoeris radicata,1.0
18,1,romulea rosea,1.0
18,1,centaurium erythraea,0.5
18,1,linum trigynum,0.5
18,1,themeda triandra,55.0
18,1,schoenus apogon,1.0
18,1,BG,30.0
18,1,L,1.0
18,2,aira caryophyllea,0.5
18,2,briza minor,1.0
18,2,briza maxima,2.0
18,2,romulea rosea,1.0
18,2,plantago lanceolata,0.5
18,2,sonchus oleraceus,0.5
18,2,hypericum gramineum,0.5
18,2,asperula conferta,0.5
18,2,convolvulus angustissimus,0.5
18,2,schoenus apogon,1.0
18,2,themeda triandra,45.0
18,2,dichelachne crinita,0.5
18,2,BG,45.0
18,3,plantago lanceolata,3.0
18,3,briza maxima,0.5
18,3,romulea rosea,1.0
18,3,briza minor,1.0
18,3,centaurium erythraea,1.0
18,3,anthoxanthum odoratum,0.5
18,3,eryngium ovinum,4.0
18,3,linum marginale,0.5
18,3,senecio quadridentatus,0.5
18,3,convolvulus angustissimus,0.5
18,3,themeda triandra,45.0
18,3,carex breviculmis,0.5
18,3,schoenus apogon,0.5
18,3,BG,41.0
18,3,L,1.0
18,4,briza maxima,2.0
18,4,centaurium erythraea,1.0
18,4,briza minor,0.5
18,4,aira caryophyllea,1.0
18,4,romulea rosea,2.0
18,4,plantago lanceolata,1.0
18,4,linum marginale,0.5
18,4,convolvulus angustissimus,0.5
18,4,haloragis heterophylla,0.5
18,4,eryngium ovinum,0.5
18,4,schoenus apogon,2.0
18,4,themeda triandra,44.0
18,4,rytidosperma spp.,0.5
18,4,BG,42.5
18,4,LM,0.5
18,4,L,1.0
18,5,centaurium erythraea,1.0
18,5,briza maxima,1.0
18,5,romulea rosea,1.0
18,5,aira caryophyllea,0.5
18,5,eryngium ovinum,4.0
18,5,haloragis heterophylla,1.0
18,5,brachyscome dentata,2.0
18,5,wahlenbergia gracilis,0.5
18,5,themeda triandra,40.0
18,5,schoenus apogon,5.0
18,5,BG,44.0
18,5,LM,0.5
18,5,L,1.0
18,6,aira caryophyllea,0.5
18,6,plantago lanceolata,10.0
18,6,phalaris aquatica,0.5
18,6,briza minor,1.0
18,6,briza maxima,1.0
18,6,romulea rosea,0.5
18,6,centaurium erythraea,0.5
18,6,linum marginale,0.5
18,6,eryngium ovinum,1.0
18,6,themeda triandra,47.0
18,6,BG,37.5
18,6,L,2.0
18,7,sonchus oleraceus,0.5
18,7,vulpia bromoides,0.5
18,7,briza minor,1.0
18,7,briza maxima,0.5
18,7,plantago lanceolata,6.0
18,7,romulea rosea,1.0
18,7,centaurium erythraea,0.5
18,7,linum trigynum,0.5
18,7,haloragis heterophylla,0.5
18,7,senecio quadridentatus,0.5
18,7,veronica gracilis,0.5
18,7,tricoryne elatior,0.5
18,7,dichelachne crinita,0.5
18,7,rytidosperma spp.,32.5
18,7,themeda triandra,32.5
18,7,BG,22.0
18,7,L,3.0
18,8,centaurium erythraea,0.5
18,8,briza maxima,2.0
18,8,romulea rosea,0.5
18,8,plantago lanceolata,1.0
18,8,solenogyne dominii,2.0
18,8,brachyscome dentata,0.5
18,8,themeda triandra,40.0
18,8,schoenus apogon,3.0
18,8,BG,49.5
18,8,L,1.0
18,9,briza maxima,4.0
18,9,plantago lanceolata,1.0
18,9,romulea rosea,2.0
18,9,centaurium erythraea,0.5
18,9,briza minor,0.5
18,9,convolvulus angustissimus,1.0
18,9,haloragis heterophylla,2.0
18,9,veronica gracilis,0.5
18,9,themeda triandra,48.5
18,9,schoenus apogon,4.0
18,9,BG,35.0
18,9,L,1.0
18,10,briza maxima,4.0
18,10,aira caryophyllea,2.0
18,10,centaurium erythraea,0.5
18,10,romulea rosea,1.0
18,10,vulpia bromoides,0.5
18,10,plantago lanceolata,3.0
18,10,linum trigynum,0.5
18,10,phalaris aquatica,0.5
18,10,solenogyne dominii,2.0
18,10,eryngium ovinum,1.0
18,10,convolvulus angustissimus,0.5
18,10,themeda triandra,45.0
18,10,schoenus apogon,5.0
18,10,austrostipa spp.,1.0
18,10,BG,31.5
18,10,L,2.0
19,1,briza minor,2.0
19,1,cynara cardunculus,1.0
19,1,arctotheca calendula,3.0
19,1,sphaeralcea ambigua,10.0
19,1,aira caryophyllea,0.5
19,1,sonchus oleraceus,4.0
19,1,petrorhagia dubia,0.5
19,1,romulea rosea,4.0
19,1,holcus lanatus,1.0
19,1,nassella neesiana,1.0
19,1,bromus hordeaceus,0.5
19,1,convolvulus angustissimus,2.0
19,1,senecio quadridentatus,0.5
19,1,oxalis perennans,0.5
19,1,gonocarpus tetragynus,0.5
19,1,rytidosperma spp.,2.0
19,1,rytidosperma spp.,5.0
19,1,themeda triandra,2.0
19,1,panicum effusum,30.0
19,1,austrostipa spp.,0.5
19,1,BG,28.0
19,1,LM,1.0
19,1,L,1.0
19,2,briza minor,10.0
19,2,romulea rosea,6.0
19,2,plantago lanceolata,8.0
19,2,sphaeralcea ambigua,2.0
19,2,arctotheca calendula,4.0
19,2,bromus hordeaceus,2.0
19,2,petrorhagia dubia,0.5
19,2,vulpia bromoides,1.0
19,2,cynara cardunculus,3.0
19,2,senecio quadridentatus,2.0
19,2,gonocarpus tetragynus,0.5
19,2,convolvulus angustissimus,0.5
19,2,oxalis perennans,0.5
19,2,pimelea curviflora,0.5
19,2,themeda triandra,5.0
19,2,austrostipa spp.,6.0
19,2,rytidosperma spp.,3.0
19,2,panicum effusum,8.0
19,2,BG,37.0
19,2,L,1.0
19,3,romulea rosea,15.0
19,3,plantago lanceolata,20.5
19,3,convolvulus angustissimus,3.0
19,3,themeda triandra,5.0
19,3,austrostipa spp.,0.5
19,3,rytidosperma spp.,1.0
19,3,panicum effusum,10.0
19,3,BG,45.0
19,3,L,3.0
19,4,romulea rosea,5.0
19,4,plantago lanceolata,19.0
19,4,anagallis arvensis,3.0
19,4,bromus hordeaceus,0.5
19,4,arctotheca calendula,0.5
19,4,senecio quadridentatus,4.0
19,4,asperula conferta,1.0
19,4,convolvulus angustissimus,2.0
19,4,themeda triandra,25.0
19,4,panicum effusum,5.0
19,4,BG,35.0
19,4,L,0.5
19,5,romulea rosea,6.0
19,5,briza minor,2.0
19,5,arctotheca calendula,10.0
19,5,anagallis arvensis,6.0
19,5,sonchus oleraceus,0.5
19,5,vulpia bromoides,0.5
19,5,aira caryophyllea,0.5
19,5,plantago lanceolata,0.5
19,5,senecio quadridentatus,3.0
19,5,oxalis perennans,0.5
19,5,panicum effusum,6.0
19,5,themeda triandra,20.0
19,5,rytidosperma spp.,3.0
19,5,lachnagrostis aemula,0.5
19,5,BG,41.0
19,5,L,3.0
19,6,vulpia bromoides,9.0
19,6,bromus hordeaceus,3.0
19,6,briza maxima,1.0
19,6,romulea rosea,7.0
19,6,briza minor,0.5
19,6,arctotheca calendula,4.0
19,6,plantago lanceolata,2.0
19,6,anagallis arvensis,4.0
19,6,sonchus oleraceus,0.5
19,6,nassella neesiana,1.0
19,6,senecio quadridentatus,2.0
19,6,oxalis perennans,0.5
19,6,convolvulus angustissimus,1.0
19,6,panicum effusum,12.0
19,6,elymus scaber,0.5
19,6,rytidosperma spp.,1.0
19,6,themeda triandra,6.0
19,6,BG,45.0
19,6,L,1.0
19,7,briza minor,4.0
19,7,plantago lanceolata,15.0
19,7,arctotheca calendula,2.0
19,7,romulea rosea,7.0
19,7,sphaeralcea ambigua,10.0
19,7,trifolium repens,0.5
19,7,petrorhagia dubia,0.5
19,7,gonocarpus tetragynus,1.0
19,7,oxalis perennans,0.5
19,7,senecio quadridentatus,5.0
19,7,convolvulus angustissimus,1.0
19,7,austrostipa spp.,2.0
19,7,panicum effusum,11.0
19,7,austrostipa spp.,0.5
19,7,themeda triandra,5.0
19,7,BG,41.0
19,7,L,1.0
19,8,romulea rosea,9.0
19,8,nassella neesiana,1.0
19,8,briza minor,5.0
19,8,sonchus oleraceus,3.0
19,8,bromus hordeaceus,2.0
19,8,arctotheca calendula,2.0
19,8,anagallis arvensis,1.0
19,8,vulpia bromoides,3.0
19,8,senecio quadridentatus,14.0
19,8,oxalis perennans,0.5
19,8,hypericum gramineum,3.0
19,8,gonocarpus tetragynus,0.5
19,8,themeda triandra,4.0
19,8,panicum effusum,10.0
19,8,BG,39.0
19,8,L,0.5
19,9,briza minor,3.0
19,9,anagallis arvensis,18.0
19,9,sonchus oleraceus,0.5
19,9,bromus hordeaceus,6.0
19,9,romulea rosea,8.0
19,9,arctotheca calendula,2.0
19,9,aira caryophyllea,1.0
19,9,convolvulus angustissimus,1.0
19,9,senecio quadridentatus,5.0
19,9,austrostipa spp.,4.0
19,9,panicum effusum,20.0
19,9,lachnagrostis adamsonii,3.0
19,9,rytidosperma spp.,2.0
19,9,BG,27.0
19,9,L,2.0
19,10,nassella neesiana,3.0
19,10,romulea rosea,8.0
19,10,arctotheca calendula,1.0
19,10,briza minor,1.0
19,10,aira caryophyllea,0.5
19,10,vulpia bromoides,1.0
19,10,trifolium repens,1.0
19,10,senecio quadridentatus,2.0
19,10,themeda triandra,10.0
19,10,austrostipa spp.,1.0
19,10,panicum effusum,10.0
19,10,rytidosperma spp.,0.5
19,10,BG,61.0
19,10,L,1.0
20,1,briza maxima,10.0
20,1,aira caryophyllea,4.0
20,1,plantago lanceolata,5.0
20,1,bromus hordeaceus,0.5
20,1,romulea rosea,2.0
20,1,vulpia bromoides,12.0
20,1,briza minor,1.0
20,1,petrorhagia dubia,0.5
20,1,nassella neesiana,20.0
20,1,hypericum gramineum,0.5
20,1,austrostipa spp.,4.0
20,1,themeda triandra,10.0
20,1,panicum effusum,2.0
20,1,chloris truncata,2.0
20,1,rytidosperma spp.,3.0
20,1,elymus scaber,1.0
20,1,schoenus apogon,1.0
20,1,BG,21.0
20,1,LM,1.0
20,1,L,3.0
20,2,aira caryophyllea,12.0
20,2,briza maxima,3.0
20,2,briza minor,1.0
20,2,plantago lanceolata,3.0
20,2,romulea rosea,6.0
20,2,nassella neesiana,12.0
20,2,avena fatua / barbata,1.0
20,2,vulpia bromoides,5.0
20,2,helichrysum luteoalbum,0.5
20,2,elymus scaber,2.0
20,2,austrostipa spp.,8.0
20,2,themeda triandra,25.0
20,2,rytidosperma spp.,8.0
20,2,rytidosperma spp.,2.0
20,2,chloris truncata,6.0
20,2,schoenus apogon,1.0
20,2,BG,9.0
20,2,LM,3.0
20,2,L,2.0
20,3,aira caryophyllea,50.0
20,3,briza maxima,3.0
20,3,briza minor,1.0
20,3,plantago lanceolata,5.0
20,3,romulea rosea,2.0
20,3,hypochoeris radicata,1.0
20,3,vulpia bromoides,3.0
20,3,avena fatua / barbata,1.0
20,3,plantago lanceolata,1.0
20,3,convolvulus angustissimus,1.0
20,3,rytidosperma spp.,4.0
20,3,rytidosperma spp.,4.0
20,3,panicum effusum,5.0
20,3,chloris truncata,1.0
20,3,BG,20.0
20,3,LM,5.0
20,3,L,3.0
20,4,romulea rosea,5.0
20,4,aira caryophyllea,7.0
20,4,briza maxima,7.0
20,4,briza minor,0.5
20,4,plantago lanceolata,1.0
20,4,petrorhagia dubia,0.5
20,4,vulpia bromoides,1.0
20,4,sonchus oleraceus,1.0
20,4,nassella neesiana,1.0
20,4,asperula conferta,2.0
20,4,arthropodium strictum,1.0
20,4,austrostipa spp.,20.0
20,4,rytidosperma spp.,2.0
20,4,rytidosperma spp.,2.0
20,4,chloris truncata,7.0
20,4,panicum effusum,1.0
20,4,themeda triandra,10.0
20,4,BG,29.0
20,4,LM,7.0
20,4,L,3.0
20,5,briza maxima,18.0
20,5,romulea rosea,3.0
20,5,aira caryophyllea,1.0
20,5,plantago lanceolata,2.0
20,5,sonchus oleraceus,0.5
20,5,calocephalus citreus,30.0
20,5,panicum effusum,10.0
20,5,austrostipa spp.,15.0
20,5,austrostipa spp.,2.0
20,5,themeda triandra,7.0
20,5,schoenus apogon,2.0
20,5,BG,12.0
20,5,LM,2.0
20,5,L,2.0
20,6,briza maxima,20.0
20,6,briza minor,0.5
20,6,aira caryophyllea,0.5
20,6,plantago lanceolata,1.0
20,6,romulea rosea,1.0
20,6,avena fatua / barbata,0.5
20,6,chrysocephalum apiculatum,2.0
20,6,chrysocephalum semipapposum,2.0
20,6,convolvulus angustissimus,2.0
20,6,calocephalus citreus,4.0
20,6,themeda triandra,45.0
20,6,rytidosperma spp.,7.0
20,6,panicum effusum,3.0
20,6,austrostipa spp.,2.0
20,6,chloris truncata,3.0
20,6,BG,7.0
20,6,LM,1.0
20,6,L,4.0
20,7,aira caryophyllea,3.0
20,7,romulea rosea,2.0
20,7,briza minor,2.0
20,7,plantago lanceolata,0.5
20,7,chrysocephalum apiculatum,2.0
20,7,chrysocephalum semipapposum,10.0
20,7,calocephalus citreus,9.0
20,7,convolvulus angustissimus,2.0
20,7,panicum effusum,9.0
20,7,rytidosperma spp.,9.0
20,7,rytidosperma spp.,9.0
20,7,austrostipa spp.,9.0
20,7,themeda triandra,9.0
20,7,BG,25.0
20,7,LM,3.0
20,7,L,1.0
20,8,aira caryophyllea,2.0
20,8,romulea rosea,1.0
20,8,plantago lanceolata,4.0
20,8,vulpia bromoides,0.5
20,8,briza minor,1.0
20,8,petrorhagia dubia,0.5
20,8,asperula conferta,0.5
20,8,ptilotus spathulatus,0.5
20,8,calocephalus citreus,13.0
20,8,convolvulus angustissimus,4.0
20,8,arthropodium strictum,0.5
20,8,themeda triandra,42.0
20,8,panicum effusum,6.0
20,8,rytidosperma spp.,3.0
20,8,BG,21.0
20,8,LM,10.0
20,8,L,1.0
20,9,romulea rosea,3.0
20,9,aira caryophyllea,3.0
20,9,plantago lanceolata,1.0
20,9,briza minor,1.0
20,9,centaurium erythraea,0.5
20,9,petrorhagia dubia,0.5
20,9,calocephalus citreus,6.0
20,9,convolvulus angustissimus,2.0
20,9,austrostipa spp.,3.0
20,9,panicum effusum,20.0
20,9,rytidosperma spp.,2.0
20,9,rytidosperma spp.,2.0
20,9,themeda triandra,1.0
20,9,austrostipa spp.,20.0
20,9,BG,35.0
20,9,LM,2.0
20,9,L,2.0
20,10,plantago lanceolata,3.0
20,10,aira caryophyllea,2.0
20,10,romulea rosea,1.0
20,10,briza minor,1.0
20,10,centaurium erythraea,0.5
20,10,sonchus oleraceus,0.5
20,10,calocephalus citreus,12.0
20,10,asperula conferta,1.0
20,10,rytidosperma spp.,5.0
20,10,panicum effusum,5.0
20,10,austrostipa spp.,33.0
20,10,elymus scaber,1.0
20,10,BG,34.0
20,10,LM,13.0
20,10,L,1.0
21,1,briza maxima,10.0
21,1,romulea rosea,0.5
21,1,thelymitra pauciflora,0.5
21,1,themeda triandra,70.0
21,1,austrostipa spp.,4.0
21,1,dichelachne crinita,2.0
21,1,rytidosperma spp.,1.0
21,1,lachnagrostis aemula,0.5
21,1,schoenus apogon,0.5
21,1,BG,11.0
21,1,LM,4.0
21,1,L,2.0
21,2,briza maxima,12.0
21,2,romulea rosea,0.5
21,2,plantago lanceolata,1.0
21,2,briza minor,0.5
21,2,convolvulus angustissimus,5.0
21,2,thelymitra pauciflora,3.0
21,2,themeda triandra,50.0
21,2,dichelachne crinita,1.0
21,2,panicum effusum,8.0
21,2,carex inversa,5.0
21,2,schoenus apogon,2.0
21,2,austrostipa spp.,0.5
21,2,BG,12.0
21,2,LM,5.0
21,2,L,1.0
21,3,briza maxima,15.0
21,3,briza minor,1.0
21,3,aira caryophyllea,0.5
21,3,plantago lanceolata,1.0
21,3,holcus lanatus,2.0
21,3,romulea rosea,1.0
21,3,thelymitra pauciflora,1.0
21,3,convolvulus angustissimus,2.0
21,3,plantago gaudichaudii,0.5
21,3,themeda triandra,50.0
21,3,dichelachne crinita,3.0
21,3,rytidosperma spp.,3.0
21,3,panicum effusum,5.0
21,3,austrostipa spp.,1.0
21,3,BG,15.0
21,4,briza maxima,10.0
21,4,plantago lanceolata,5.0
21,4,romulea rosea,0.5
21,4,aira caryophyllea,0.5
21,4,vulpia bromoides,1.0
21,4,briza minor,0.5
21,4,themeda triandra,60.5
21,4,austrostipa spp.,2.0
21,4,panicum effusum,5.0
21,4,carex breviculmis,4.0
21,4,juncus sp.,1.0
21,4,BG,10.0
21,5,plantago lanceolata,1.0
21,5,briza maxima,10.0
21,5,briza minor,0.5
21,5,romulea rosea,0.5
21,5,centaurium erythraea,0.5
21,5,haloragis heterophylla,2.0
21,5,leptorhynchos squamatus,0.5
21,5,plantago gaudichaudii,0.5
21,5,themeda triandra,60.0
21,5,carex breviculmis,5.0
21,5,juncus sp.,1.0
21,5,BG,18.5
21,5,LM,8.5
21,5,L,1.0
21,6,briza maxima,10.0
21,6,briza minor,0.5
21,6,plantago lanceolata,2.0
21,6,centaurium erythraea,0.5
21,6,haloragis heterophylla,2.0
21,6,themeda triandra,59.0
21,6,eragrostis brownii,2.0
21,6,rytidosperma spp.,2.0
21,6,dichelachne crinita,1.0
21,6,lachnagrostis adamsonii,1.0
21,6,carex inversa,4.0
21,6,austrostipa spp.,1.0
21,6,BG,15.0
21,6,LM,5.0
21,6,L,1.0
21,7,plantago lanceolata,4.0
21,7,briza minor,1.0
21,7,briza maxima,10.0
21,7,romulea rosea,0.5
21,7,aira caryophyllea,1.0
21,7,centaurium erythraea,0.5
21,7,vulpia bromoides,0.5
21,7,juncus sp.,1.0
21,7,lachnagrostis aemula,2.0
21,7,themeda triandra,50.0
21,7,austrostipa spp.,2.0
21,7,rytidosperma spp.,4.0
21,7,anthoxanthum odoratum,1.0
21,7,carex inversa,2.0
21,7,lachnagrostis adamsonii,0.5
21,7,BG,20.0
21,8,briza maxima,7.0
21,8,plantago lanceolata,5.0
21,8,briza minor,1.0
21,8,aira caryophyllea,0.5
21,8,senecio quadridentatus,3.0
21,8,arthropodium strictum,0.5
21,8,plantago gaudichaudii,0.5
21,8,lomandra filiformis,4.0
21,8,themeda triandra,51.5
21,8,rytidosperma spp.,3.0
21,8,carex breviculmis,5.0
21,8,dichelachne crinita,0.5
21,8,rytidosperma spp.,0.5
21,8,BG,18.0
21,8,LM,7.0
21,8,L,1.0
21,9,briza maxima,11.0
21,9,plantago lanceolata,5.0
21,9,centaurium erythraea,0.5
21,9,briza minor,0.5
21,9,aira caryophyllea,0.5
21,9,romulea rosea,1.0
21,9,hypochoeris radicata,0.5
21,9,convolvulus angustissimus,1.0
21,9,haloragis heterophylla,2.0
21,9,leptorhynchos squamatus,10.0
21,9,senecio quadridentatus,2.0
21,9,thelymitra pauciflora,0.5
21,9,oxalis perennans,1.0
21,9,eryngium ovinum,1.0
21,9,austrostipa spp.,1.0
21,9,themeda triandra,30.0
21,9,anthoxanthum odoratum,3.0
21,9,carex breviculmis,5.0
21,9,lachnagrostis aemula,1.0
21,9,BG,23.5
21,9,LM,1.5
21,9,L,1.0
21,10,hypochoeris radicata,1.0
21,10,plantago lanceolata,4.0
21,10,briza minor,0.5
21,10,romulea rosea,0.5
21,10,briza maxima,0.5
21,10,senecio quadridentatus,4.0
21,10,eryngium ovinum,0.5
21,10,anthoxanthum odoratum,5.0
21,10,austrostipa spp.,5.0
21,10,themeda triandra,60.0
21,10,BG,19.0
21,10,LM,3.0
21,10,L,1.0
22,1,sonchus oleraceus,0.5
22,1,vulpia bromoides,8.0
22,1,galenia pubescens,5.0
22,1,bromus hordeaceus,1.0
22,1,cuscuta epithymum,2.0
22,1,avena fatua / barbata,0.5
22,1,oxalis pes-caprae,1.0
22,1,chloris truncata,1.0
22,1,ptilotus spathulatus,3.0
22,1,senecio quadridentatus,0.5
22,1,eryngium ovinum,0.5
22,1,themeda triandra,5.0
22,1,BG,72.0
22,1,L,30.0
22,2,avena fatua / barbata,1.0
22,2,vulpia bromoides,6.0
22,2,galenia pubescens,56.0
22,2,cuscuta epithymum,2.0
22,2,rytidosperma spp.,0.5
22,2,themeda triandra,1.0
22,2,BG,33.5
22,2,LM,3.0
22,2,R,3.0
22,3,sonchus oleraceus,5.0
22,3,avena fatua / barbata,2.0
22,3,vulpia bromoides,1.0
22,3,ptilotus spathulatus,7.0
22,3,themeda triandra,0.5
22,3,BG,15.0
22,3,R,70.0
22,3,L,10.0
22,4,sonchus oleraceus,0.5
22,4,oxalis pes-caprae,2.0
22,4,vulpia bromoides,2.0
22,4,podolepis jaceoides,9.0
22,4,arthropodium strictum,2.0
22,4,ptilotus spathulatus,1.0
22,4,rytidosperma spp.,1.0
22,4,themeda triandra,1.0
22,4,BG,81.5
22,4,LM,2.0
